CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST1898,Male,0,No,No,14,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,56.09,817.42,No
CUST1899,Male,0,Yes,Yes,20,Yes,No,Fiber optic,No,Yes,Yes,No internet service,Yes,No internet service,Two year,Yes,Electronic check,108.76,2213.49,No
CUST1900,Male,1,No,Yes,20,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.42,1787.47,No
CUST1901,Male,0,Yes,No,44,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,46.7,1970.6,No
CUST1902,Female,0,Yes,Yes,25,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,No,One year,Yes,Electronic check,46.53,1121.86,No
CUST1903,Male,1,No,No,41,Yes,No,DSL,No internet service,No,No,Yes,Yes,No,Two year,Yes,Mailed check,91.07,3751.73,No
CUST1904,Female,0,No,No,69,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,22.06,1482.31,No
CUST1905,Female,0,No,Yes,2,Yes,Yes,DSL,No internet service,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),82.76,164.69,No
CUST1906,Female,0,Yes,Yes,12,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,111.35,1323.82,Yes
CUST1907,Male,0,No,Yes,28,No,No,DSL,No,No internet service,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),28.66,808.14,No
CUST1908,Male,0,No,No,44,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.12,3250.24,Yes
CUST1909,Female,1,No,No,13,No,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,77.34,1001.46,No
CUST1910,Female,0,Yes,No,43,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),80.02,3469.07,No
CUST1911,Female,0,No,No,55,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),71.49,3968.94,No
CUST1912,Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,102.35,816.17,Yes
CUST1913,Female,0,No,No,64,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,41.8,2732.48,No
CUST1914,Male,0,Yes,No,12,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Electronic check,46.3,549.5,Yes
CUST1915,Female,0,Yes,No,41,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,18.0,759.25,Yes
CUST1916,Female,0,Yes,Yes,44,Yes,No,DSL,No,No internet service,No,No internet service,No,Yes,Two year,Yes,Electronic check,60.7,2800.23,No
CUST1917,Female,0,No,Yes,11,Yes,No,Fiber optic,No,Yes,No internet service,No,No,No,Month-to-month,No,Electronic check,96.21,1085.75,Yes
CUST1918,Female,0,Yes,Yes,19,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.82,1344.18,No
CUST1919,Female,0,No,No,60,Yes,Yes,DSL,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.98,5910.94,Yes
CUST1920,Female,0,No,No,72,Yes,Yes,DSL,No internet service,Yes,No,No,Yes,No,Two year,Yes,Electronic check,62.0,4287.0,No
CUST1921,Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No internet service,Two year,No,Bank transfer (automatic),18.0,488.97,No
CUST1922,Male,0,Yes,No,71,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),63.6,4593.21,No
CUST1923,Female,0,Yes,No,27,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,38.61,1085.76,No
CUST1924,Female,0,Yes,Yes,14,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),52.14,754.3,No
CUST1925,Female,0,No,No,24,Yes,No,DSL,No,No internet service,No,No internet service,No internet service,No,One year,No,Electronic check,20.81,493.9,No
CUST1926,Male,1,Yes,No,64,No,No,DSL,No,Yes,No internet service,No,Yes,Yes,Two year,No,Electronic check,89.0,5588.9,No
CUST1927,Male,0,No,Yes,24,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),89.65,2107.75,Yes
CUST1928,Male,0,Yes,No,2,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),78.62,153.31,No
CUST1929,Male,0,No,Yes,52,Yes,No,DSL,No internet service,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),37.26,1900.56,No
CUST1930,Male,0,No,No,12,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,54.99,675.33,Yes
CUST1931,Male,1,Yes,No,65,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Mailed check,27.83,1739.4,Yes
CUST1932,Male,0,No,No,60,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,18.0,1105.34,No
CUST1933,Female,0,Yes,No,58,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,73.08,4109.1,Yes
CUST1934,Female,0,No,No,42,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,89.14,3790.32,No
CUST1935,Male,0,No,Yes,1,Yes,No phone service,No,No,No,No,No,No,No,Two year,No,Electronic check,77.92,,No
CUST1936,Male,0,No,Yes,22,Yes,Yes,DSL,Yes,No internet service,No internet service,No,No internet service,No,Two year,No,Electronic check,34.74,771.36,No
CUST1937,Female,1,No,No,72,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),93.61,6612.32,No
CUST1938,Female,0,Yes,No,13,No,No,DSL,No,No internet service,No,No,No,Yes,One year,No,Electronic check,113.68,1426.11,Yes
CUST1939,Male,0,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,69.36,4640.02,No
CUST1940,Male,0,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),99.32,3676.71,No
CUST1941,Male,0,Yes,Yes,64,Yes,Yes,DSL,No,Yes,No,No,Yes,No internet service,Month-to-month,No,Electronic check,46.35,2841.67,No
CUST1942,Male,0,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),36.87,1851.78,No
CUST1943,Male,1,No,No,32,No,No,Fiber optic,No internet service,No,No,No,Yes,No,Month-to-month,No,Electronic check,18.0,553.77,No
CUST1944,Male,0,No,No,27,Yes,No,Fiber optic,No internet service,No,No,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,77.98,2150.7,No
CUST1945,Female,0,No,No,61,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.97,4685.31,No
CUST1946,Male,0,No,Yes,62,Yes,No phone service,No,No,No,No,No,No,No,One year,Yes,Mailed check,52.36,3193.71,No
CUST1947,Female,0,Yes,No,3,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),65.14,200.59,Yes
CUST1948,Male,0,Yes,No,31,Yes,No,Fiber optic,No,Yes,No internet service,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),19.55,626.56,No
CUST1949,Female,0,Yes,Yes,64,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),58.06,3707.35,Yes
CUST1950,Female,0,Yes,No,42,Yes,No,DSL,Yes,No internet service,No,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),56.65,2457.1,No
CUST1951,Female,0,No,No,58,Yes,Yes,DSL,No,No,No internet service,Yes,No internet service,No internet service,One year,Yes,Bank transfer (automatic),44.06,2556.49,No
CUST1952,Male,0,No,Yes,43,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Electronic check,71.63,3175.35,No
CUST1953,Male,0,No,Yes,32,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,63.51,2020.36,Yes
CUST1954,Male,0,Yes,Yes,30,Yes,Yes,DSL,Yes,No internet service,Yes,No internet service,No,Yes,One year,Yes,Mailed check,79.93,2292.14,No
CUST1955,Female,0,No,No,61,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),63.57,3769.31,No
CUST1956,Male,0,Yes,No,28,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,37.77,1036.79,Yes
CUST1957,Female,0,No,No,45,Yes,No,DSL,No,No internet service,No internet service,No,No,No internet service,One year,No,Electronic check,90.63,4054.09,No
CUST1958,Male,0,No,No,10,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),41.67,415.64,No
CUST1959,Male,1,Yes,No,16,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,113.41,1900.86,Yes
CUST1960,Female,1,Yes,Yes,31,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Electronic check,84.08,2600.05,No
CUST1961,Male,0,No,No,10,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,120.0,1184.58,No
CUST1962,Male,0,No,No,12,Yes,No,DSL,No,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),40.61,480.53,No
CUST1963,Female,0,Yes,No,28,Yes,No,Fiber optic,No,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Electronic check,61.73,1795.14,Yes
CUST1964,Female,0,No,No,18,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),57.29,1019.35,No
CUST1965,Male,0,No,No,52,No,No,DSL,No,Yes,No internet service,No internet service,No,No,Month-to-month,No,Electronic check,60.53,3237.31,No
CUST1966,Male,0,Yes,No,28,Yes,No,No,No,No,No,No,No,No,One year,Yes,Electronic check,59.84,1633.5,Yes
CUST1967,Female,0,Yes,No,28,Yes,Yes,DSL,No,No internet service,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),77.22,2146.79,Yes
CUST1968,Female,0,Yes,Yes,64,Yes,No,Fiber optic,No,Yes,Yes,No internet service,Yes,Yes,One year,No,Credit card (automatic),86.27,5562.07,No
CUST1969,Male,0,Yes,No,14,Yes,No,No,No,No,No,No,No,No,One year,Yes,Electronic check,89.08,1255.16,No
CUST1970,Female,1,Yes,No,8,Yes,No,DSL,Yes,Yes,No,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),98.16,791.53,No
CUST1971,Female,0,Yes,No,3,No,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),18.0,55.3,No
CUST1972,Male,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No,No internet service,One year,Yes,Electronic check,109.37,985.33,Yes
CUST1973,Male,0,Yes,Yes,47,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),52.87,2406.19,No
CUST1974,Female,0,No,Yes,63,No,No,Fiber optic,No internet service,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),95.76,6081.79,Yes
CUST1975,Male,0,No,No,40,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Mailed check,67.9,2661.14,No
CUST1976,Male,0,Yes,No,24,Yes,No phone service,Fiber optic,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),114.14,2684.72,No
CUST1977,Male,0,No,Yes,71,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,114.16,7804.33,Yes
CUST1978,Male,0,Yes,No,13,Yes,No,Fiber optic,No,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Electronic check,96.99,1312.56,Yes
CUST1979,Male,0,No,No,6,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),114.59,657.62,No
CUST1980,Female,0,No,No,51,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),35.91,1746.75,Yes
CUST1981,Female,0,Yes,No,60,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),120.0,7361.92,No
CUST1982,Male,0,No,No,29,No,No,DSL,No internet service,No internet service,No internet service,No internet service,No,No internet service,Two year,No,Credit card (automatic),57.89,1713.2,No
CUST1983,Male,0,No,No,16,Yes,Yes,DSL,No internet service,No,No internet service,Yes,Yes,No,Two year,No,Mailed check,42.8,674.56,No
CUST1984,Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,Yes,One year,Yes,Bank transfer (automatic),22.41,1468.74,No
CUST1985,Female,0,No,No,55,No,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55.52,3049.86,Yes
CUST1986,Female,0,No,No,29,Yes,No,Fiber optic,No,No internet service,No,No,No,No internet service,Month-to-month,Yes,Electronic check,18.0,533.92,Yes
CUST1987,Female,0,No,No,55,Yes,No,Fiber optic,No,Yes,No,Yes,No internet service,No internet service,One year,Yes,Mailed check,56.22,3106.25,Yes
CUST1988,Female,0,Yes,No,60,Yes,No,DSL,No,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,63.62,3905.93,Yes
CUST1989,Male,0,No,No,41,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,81.97,3452.41,No
CUST1990,Male,0,No,No,9,Yes,No,DSL,Yes,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,49.39,434.89,No
CUST1991,Male,0,No,No,6,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),32.93,195.31,Yes
CUST1992,Male,1,Yes,No,29,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Mailed check,68.12,1976.36,Yes
CUST1993,Female,0,Yes,No,18,Yes,No phone service,Fiber optic,No,No internet service,No,No,Yes,No,Month-to-month,Yes,Mailed check,88.64,1546.15,No
CUST1994,Female,1,Yes,Yes,24,Yes,No,DSL,Yes,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),72.0,1809.27,No
CUST1995,Female,0,Yes,Yes,51,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),18.0,956.94,No
CUST1996,Male,0,Yes,No,17,Yes,No phone service,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,87.13,1522.24,Yes
CUST1997,Female,0,Yes,No,21,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Two year,Yes,Electronic check,108.23,2204.26,Yes
CUST1998,Male,0,No,No,62,Yes,Yes,DSL,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.06,5804.36,No
CUST1999,Female,0,No,No,54,Yes,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),102.53,5773.19,Yes
CUST2000,Male,0,No,No,11,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,97.24,1081.64,No
CUST2001,Male,0,No,No,43,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Mailed check,64.95,2760.85,Yes
CUST2002,Female,0,No,No,8,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,59.51,456.64,No
CUST2003,Female,0,Yes,Yes,23,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),83.15,1835.98,Yes
CUST2004,Female,0,No,No,53,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No,Two year,Yes,Mailed check,73.15,3946.07,No
CUST2005,Male,0,No,Yes,40,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,85.71,3363.79,No
CUST2006,Female,0,Yes,No,9,Yes,No phone service,DSL,No,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,46.79,420.97,Yes
CUST2007,Female,0,Yes,No,24,Yes,No,DSL,No internet service,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,62.09,1527.65,Yes
CUST2008,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,79.4,,Yes
CUST2009,Female,0,No,No,70,Yes,No,No,No,No,No,No,No,No,One year,Yes,Electronic check,73.87,4952.5,Yes
CUST2010,Female,0,Yes,Yes,4,Yes,No phone service,Fiber optic,No,No,No,Yes,No,No internet service,Two year,Yes,Mailed check,18.0,71.11,No
CUST2011,Male,0,No,No,61,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),110.37,6505.3,Yes
CUST2012,Male,0,Yes,No,64,Yes,Yes,DSL,No internet service,Yes,No,No,No,Yes,One year,Yes,Electronic check,118.88,7616.2,Yes
CUST2013,Female,0,No,Yes,36,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,52.43,1897.44,No
CUST2014,Female,0,No,No,41,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,47.76,1881.9,Yes
CUST2015,Male,0,No,No,38,Yes,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),47.4,1853.95,No
CUST2016,Male,0,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),58.97,842.39,Yes
CUST2017,Female,0,Yes,No,48,Yes,Yes,DSL,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),63.04,2978.76,No
CUST2018,Male,0,No,No,30,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,No,No,Month-to-month,No,Credit card (automatic),47.07,1348.1,No
CUST2019,Male,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,120.0,7716.56,No
CUST2020,Female,0,No,No,25,Yes,No,DSL,No internet service,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Mailed check,73.75,1913.54,Yes
CUST2021,Male,0,No,Yes,4,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),88.43,348.35,No
CUST2022,Male,0,Yes,No,18,Yes,No,DSL,No,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,95.53,1690.0,No
CUST2023,Male,0,No,Yes,45,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,101.37,4650.29,No
CUST2024,Male,1,Yes,No,65,Yes,Yes,DSL,No internet service,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,86.0,5797.69,No
CUST2025,Male,0,Yes,Yes,65,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,61.02,4119.85,No
CUST2026,Female,1,No,No,27,Yes,Yes,DSL,No,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,Mailed check,63.91,1740.11,No
CUST2027,Female,1,Yes,No,60,No,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,90.92,5506.49,Yes
CUST2028,Male,0,No,No,59,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No internet service,Yes,Two year,No,Bank transfer (automatic),98.24,5865.35,No
CUST2029,Male,1,No,No,25,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),20.07,502.16,No
CUST2030,Female,1,No,No,34,Yes,No phone service,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),105.99,3614.8,Yes
CUST2031,Male,0,No,Yes,50,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),120.0,5756.81,Yes
CUST2032,Female,1,No,No,55,Yes,Yes,DSL,Yes,No,No internet service,No,No,No internet service,Month-to-month,No,Mailed check,51.26,2955.37,No
CUST2033,Male,0,No,No,10,Yes,No,Fiber optic,Yes,No internet service,No,No,Yes,No,Month-to-month,Yes,Mailed check,65.47,626.02,No
CUST2034,Female,0,No,Yes,58,Yes,No,Fiber optic,No internet service,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),97.72,5656.63,No
CUST2035,Female,0,No,No,3,Yes,Yes,No,No,No,No,No,No,No,One year,No,Electronic check,29.13,89.88,No
CUST2036,Female,0,Yes,No,56,Yes,No,Fiber optic,No internet service,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),79.98,4516.09,No
CUST2037,Male,0,No,No,27,Yes,No,DSL,No internet service,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),76.85,1991.15,No
CUST2038,Female,1,No,No,16,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,No internet service,Two year,Yes,Electronic check,18.0,289.6,No
CUST2039,Male,1,No,No,38,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,No internet service,Month-to-month,No,Mailed check,23.47,928.01,No
CUST2040,Female,0,No,Yes,53,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),120.0,6437.58,Yes
CUST2041,Male,0,No,No,68,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),78.5,5487.1,No
CUST2042,Male,1,Yes,No,23,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,Yes,Yes,One year,Yes,Electronic check,73.56,1685.53,No
CUST2043,Female,0,No,No,56,Yes,No phone service,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),113.71,6248.11,Yes
CUST2044,Male,1,No,Yes,53,No,No,DSL,No,No,No,No,No,No internet service,One year,No,Credit card (automatic),113.49,5834.58,Yes
CUST2045,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Mailed check,28.52,2125.15,No
CUST2046,Male,1,No,Yes,67,No,No,DSL,No internet service,No,Yes,No,No,Yes,One year,Yes,Mailed check,50.85,3477.31,No
CUST2047,Male,0,No,No,19,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),58.99,1084.71,Yes
CUST2048,Female,1,Yes,Yes,4,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),80.21,322.5,No
CUST2049,Male,1,Yes,No,29,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No,One year,No,Electronic check,41.89,1240.28,No
CUST2050,Female,1,No,No,45,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),120.0,5436.74,No
CUST2051,Female,0,Yes,No,21,No,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),18.0,394.99,No
CUST2052,Male,0,Yes,No,54,No,No,Fiber optic,Yes,Yes,Yes,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),18.0,941.36,Yes
CUST2053,Male,0,Yes,No,52,Yes,Yes,DSL,Yes,Yes,No internet service,No,No internet service,No,One year,Yes,Electronic check,52.28,2776.83,No
CUST2054,Male,0,No,No,18,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,Yes,No,Month-to-month,No,Mailed check,71.77,1306.91,Yes
CUST2055,Female,0,No,No,17,No,No,DSL,No,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,120.0,2125.46,No
CUST2056,Female,0,Yes,No,44,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Mailed check,75.4,3437.89,No
CUST2057,Male,1,No,No,24,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No,Yes,One year,Yes,Credit card (automatic),75.09,1828.91,Yes
CUST2058,Male,0,No,No,6,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No internet service,No internet service,One year,Yes,Mailed check,91.86,547.63,No
CUST2059,Female,1,No,No,27,Yes,No,DSL,No,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,67.45,1759.98,Yes
CUST2060,Female,0,Yes,No,47,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,59.89,2900.08,No
CUST2061,Female,0,No,No,46,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,Yes,No,One year,No,Bank transfer (automatic),50.0,2374.62,No
CUST2062,Female,1,Yes,Yes,35,Yes,No,DSL,Yes,No internet service,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),65.62,2265.03,No
CUST2063,Female,0,No,No,57,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),106.75,5918.18,No
CUST2064,Female,0,Yes,No,12,No,No,Fiber optic,No,No,Yes,Yes,No internet service,Yes,One year,No,Credit card (automatic),57.02,713.78,No
CUST2065,Female,0,No,No,29,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),61.35,1773.62,Yes
CUST2066,Female,0,Yes,Yes,57,Yes,No,DSL,No,No internet service,No internet service,No,No internet service,Yes,Two year,Yes,Electronic check,51.85,3025.26,Yes
CUST2067,Female,0,No,No,70,Yes,No,DSL,Yes,No internet service,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),62.05,4396.35,Yes
CUST2068,Male,0,Yes,No,55,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,79.42,4455.3,No
CUST2069,Male,1,No,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,33.38,1175.6,No
CUST2070,Female,0,No,No,71,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,87.68,6303.87,No
CUST2071,Male,0,Yes,No,70,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.46,4956.69,Yes
CUST2072,Female,0,No,No,53,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,No,No,One year,Yes,Mailed check,85.58,4650.72,No
CUST2073,Female,0,Yes,No,14,Yes,Yes,Fiber optic,No internet service,No,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),86.05,1257.43,No
CUST2074,Male,0,No,No,21,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,41.45,899.17,No
CUST2075,Male,0,Yes,No,14,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,No internet service,No,Two year,No,Electronic check,54.01,751.77,No
CUST2076,Male,0,No,No,53,Yes,No,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),28.39,1519.05,No
CUST2077,Male,1,Yes,No,67,Yes,No,DSL,No internet service,No,No,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),48.56,3168.46,No
CUST2078,Female,0,Yes,No,48,No,No,DSL,No,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,55.73,2541.93,No
CUST2079,Male,0,Yes,No,56,No,No,Fiber optic,No,No internet service,No internet service,No,No,No internet service,Two year,Yes,Electronic check,116.86,6312.03,No
